"Resource Id","Subscription Id","Subscription Name","Resource Group","Resource Type","Resource Name","Resource Qualifier","Non Compliant","Unknown","Not Started","Exempt","Conflicting","Error"
"/subscriptions/b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","b37716a0-3a17-4f5f-bc0f-d4bfb82f0ecd","","subscriptions","","","27","0","0","0","0","0"
